dimension,judge,model,beta,theta,optimizer_success,n_comparisons
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-2500-inputs-refs-preds-1000-examples,0.07110582670725174,1.073694845446345,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-3000-inputs-refs-preds-1000-examples,-0.3606921621444945,0.6971935880147917,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-3500-inputs-refs-preds-1000-examples,0.21952099328415198,1.245479994396699,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-4000-inputs-refs-preds-1000-examples,0.03847359131095063,1.0392232834710478,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-4500-inputs-refs-preds-1000-examples,0.2522630676439852,1.2869345435962065,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-5000-inputs-refs-preds-1000-examples,-0.17060647000550855,0.8431533143114897,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-5500-inputs-refs-preds-1000-examples,0.5078832263768813,1.661769878699127,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-6000-inputs-refs-preds-1000-examples,-0.357697592115064,0.6992845121850777,True,100
newsworthiness,google/gemini-2.5-flash-preview-05-20,checkpoint-6500-inputs-refs-preds-1000-examples,-0.9924960503363867,0.3706503734460091,True,100
newsworthiness,anthropic/claude-3-5-haiku-20241022,GPT4o-mini,13.322093899197363,610536.8305395772,True,100
newsworthiness,anthropic/claude-3-5-haiku-20241022,checkpoint-1000-inputs-refs-preds-1000-examples,-1.3542327396719944,0.25814528312228824,True,100
newsworthiness,anthropic/claude-3-5-haiku-20241022,checkpoint-1500-inputs-refs-preds-1000-examples,-1.34941128205835,0.2593929249722365,True,100
newsworthiness,anthropic/claude-3-5-haiku-20241022,checkpoint-2000-inputs-refs-preds-1000-examples,-1.4459379894292947,0.2355250529031865,True,100
newsworthiness,anthropic/claude-3-5-haiku-20241022,checkpoint-2500-inputs-refs-preds-1000-examples,-0.7817903713149903,0.45758602858776465,True,100
